id,date,store,item,Sales
4336,1/17/2018,9,5,83
4337,1/18/2018,9,5,84
4338,1/19/2018,9,5,85
4339,1/20/2018,9,5,86
4340,1/21/2018,9,5,87
4341,1/22/2018,9,5,88
4342,1/23/2018,9,5,89
4343,1/24/2018,9,5,90
4344,1/25/2018,9,5,91
4345,1/26/2018,9,5,92
4346,1/27/2018,9,5,93
4347,1/28/2018,9,5,94
4348,1/29/2018,9,5,95
4349,1/30/2018,9,5,96
4350,1/31/2018,9,5,97
4351,2/1/2018,9,5,98
4352,2/2/2018,9,5,13
4353,2/3/2018,9,5,14
4354,2/4/2018,9,5,15
4355,2/5/2018,9,5,16
4356,2/6/2018,9,5,17
4357,2/7/2018,9,5,18
4358,2/8/2018,9,5,19
4359,2/9/2018,9,5,20
4360,2/10/2018,9,5,21
4361,2/11/2018,9,5,22
4362,2/12/2018,9,5,23
4363,2/13/2018,9,5,24
4364,2/14/2018,9,5,25
4365,2/15/2018,9,5,26
4366,2/16/2018,9,5,27
4367,2/17/2018,9,5,28
4368,2/18/2018,9,5,29
4369,2/19/2018,9,5,30
4370,2/20/2018,9,5,31
4371,2/21/2018,9,5,32
4372,2/22/2018,9,5,33
4373,2/23/2018,9,5,34
4374,2/24/2018,9,5,35
4375,2/25/2018,9,5,36
4376,2/26/2018,9,5,37
4377,2/27/2018,9,5,38
4378,2/28/2018,9,5,39
4379,3/1/2018,9,5,40
4380,3/2/2018,9,5,41
4381,3/3/2018,9,5,42
4382,3/4/2018,9,5,43
4383,3/5/2018,9,5,44
4384,3/6/2018,9,5,45
4385,3/7/2018,9,5,46
4386,3/8/2018,9,5,47
4387,3/9/2018,9,5,48
4388,3/10/2018,9,5,49
4389,3/11/2018,9,5,50
4390,3/12/2018,9,5,51
4391,3/13/2018,9,5,52
4392,3/14/2018,9,5,53
4393,3/15/2018,9,5,54
4394,3/16/2018,9,5,55
4395,3/17/2018,9,5,56
4396,3/18/2018,9,5,57
4397,3/19/2018,9,5,58
4398,3/20/2018,9,5,59
4399,3/21/2018,9,5,60
4400,3/22/2018,9,5,61
4401,3/23/2018,9,5,62
4402,3/24/2018,9,5,63
4403,3/25/2018,9,5,64
4404,3/26/2018,9,5,65
4405,3/27/2018,9,5,66
4406,3/28/2018,9,5,67
4407,3/29/2018,9,5,68
4408,3/30/2018,9,5,69
4409,3/31/2018,9,5,70
4410,1/1/2018,10,5,71
4411,1/2/2018,10,5,72
4412,1/3/2018,10,5,73
4413,1/4/2018,10,5,74
4414,1/5/2018,10,5,75
4415,1/6/2018,10,5,76
4416,1/7/2018,10,5,77
4417,1/8/2018,10,5,78
4418,1/9/2018,10,5,79
4419,1/10/2018,10,5,80
4420,1/11/2018,10,5,81
4421,1/12/2018,10,5,82
4422,1/13/2018,10,5,83
4423,1/14/2018,10,5,84
4424,1/15/2018,10,5,85
4425,1/16/2018,10,5,86
4426,1/17/2018,10,5,87
4427,1/18/2018,10,5,88
4428,1/19/2018,10,5,89
4429,1/20/2018,10,5,90
4430,1/21/2018,10,5,91
4431,1/22/2018,10,5,92
4432,1/23/2018,10,5,93
4433,1/24/2018,10,5,94
4434,1/25/2018,10,5,95
4435,1/26/2018,10,5,96
4436,1/27/2018,10,5,97
4437,1/28/2018,10,5,98
4438,1/29/2018,10,5,99
4439,1/30/2018,10,5,47
4440,1/31/2018,10,5,48
4441,2/1/2018,10,5,49
4442,2/2/2018,10,5,50
4443,2/3/2018,10,5,51
4444,2/4/2018,10,5,52
4445,2/5/2018,10,5,53
4446,2/6/2018,10,5,54
4447,2/7/2018,10,5,55
4448,2/8/2018,10,5,56
4449,2/9/2018,10,5,57
4450,2/10/2018,10,5,58
4451,2/11/2018,10,5,59
4452,2/12/2018,10,5,60
4453,2/13/2018,10,5,61
4454,2/14/2018,10,5,62
4455,2/15/2018,10,5,63
4456,2/16/2018,10,5,64
4457,2/17/2018,10,5,65
4458,2/18/2018,10,5,66
4459,2/19/2018,10,5,67
4460,2/20/2018,10,5,68
4461,2/21/2018,10,5,69
4462,2/22/2018,10,5,70
4463,2/23/2018,10,5,71
4464,2/24/2018,10,5,72
4465,2/25/2018,10,5,73
4466,2/26/2018,10,5,74
4467,2/27/2018,10,5,75
4468,2/28/2018,10,5,76
4469,3/1/2018,10,5,77
4470,3/2/2018,10,5,78
4471,3/3/2018,10,5,79
4472,3/4/2018,10,5,80
4473,3/5/2018,10,5,81
4474,3/6/2018,10,5,82
4475,3/7/2018,10,5,83
4476,3/8/2018,10,5,84
4477,3/9/2018,10,5,85
4478,3/10/2018,10,5,86
4479,3/11/2018,10,5,87
4480,3/12/2018,10,5,88
4481,3/13/2018,10,5,89
4482,3/14/2018,10,5,90
4483,3/15/2018,10,5,91
4484,3/16/2018,10,5,92
4485,3/17/2018,10,5,93
4486,3/18/2018,10,5,94
4487,3/19/2018,10,5,95
4488,3/20/2018,10,5,96
4489,3/21/2018,10,5,97
4490,3/22/2018,10,5,98
4491,3/23/2018,10,5,13
4492,3/24/2018,10,5,14
4493,3/25/2018,10,5,15
4494,3/26/2018,10,5,16
4495,3/27/2018,10,5,17
4496,3/28/2018,10,5,18
4497,3/29/2018,10,5,19
4498,3/30/2018,10,5,20
4499,3/31/2018,10,5,21
4500,1/1/2018,1,6,22
4501,1/2/2018,1,6,23
4502,1/3/2018,1,6,24
4503,1/4/2018,1,6,25
4504,1/5/2018,1,6,26
4505,1/6/2018,1,6,27
4506,1/7/2018,1,6,28
4507,1/8/2018,1,6,29
4508,1/9/2018,1,6,30
4509,1/10/2018,1,6,31
4510,1/11/2018,1,6,32
4511,1/12/2018,1,6,33
4512,1/13/2018,1,6,34
4513,1/14/2018,1,6,35
4514,1/15/2018,1,6,36
4515,1/16/2018,1,6,37
4516,1/17/2018,1,6,38
4517,1/18/2018,1,6,39
4518,1/19/2018,1,6,40
4519,1/20/2018,1,6,41
4520,1/21/2018,1,6,42
4521,1/22/2018,1,6,43
4522,1/23/2018,1,6,44
4523,1/24/2018,1,6,45
4524,1/25/2018,1,6,46
4525,1/26/2018,1,6,47
4526,1/27/2018,1,6,48
4527,1/28/2018,1,6,49
4528,1/29/2018,1,6,50
4529,1/30/2018,1,6,51
4530,1/31/2018,1,6,52
4531,2/1/2018,1,6,53
4532,2/2/2018,1,6,54
4533,2/3/2018,1,6,55
4534,2/4/2018,1,6,56
4535,2/5/2018,1,6,57
4536,2/6/2018,1,6,58
4537,2/7/2018,1,6,59
4538,2/8/2018,1,6,60
4539,2/9/2018,1,6,61
4540,2/10/2018,1,6,62
4541,2/11/2018,1,6,63
4542,2/12/2018,1,6,64
4543,2/13/2018,1,6,65
4544,2/14/2018,1,6,66
4545,2/15/2018,1,6,67
4546,2/16/2018,1,6,68
4547,2/17/2018,1,6,69
4548,2/18/2018,1,6,70
4549,2/19/2018,1,6,71
4550,2/20/2018,1,6,72
4551,2/21/2018,1,6,73
4552,2/22/2018,1,6,74
4553,2/23/2018,1,6,75
4554,2/24/2018,1,6,76
4555,2/25/2018,1,6,77
4556,2/26/2018,1,6,78
4557,2/27/2018,1,6,79
4558,2/28/2018,1,6,80
4559,3/1/2018,1,6,81
4560,3/2/2018,1,6,82
4561,3/3/2018,1,6,83
4562,3/4/2018,1,6,84
4563,3/5/2018,1,6,85
4564,3/6/2018,1,6,86
4565,3/7/2018,1,6,87
4566,3/8/2018,1,6,88
4567,3/9/2018,1,6,89
4568,3/10/2018,1,6,90
4569,3/11/2018,1,6,91
4570,3/12/2018,1,6,92
4571,3/13/2018,1,6,93
4572,3/14/2018,1,6,94
4573,3/15/2018,1,6,95
4574,3/16/2018,1,6,96
4575,3/17/2018,1,6,97
4576,3/18/2018,1,6,98
4577,3/19/2018,1,6,99
4578,3/20/2018,1,6,13
4579,3/21/2018,1,6,14
4580,3/22/2018,1,6,15
4581,3/23/2018,1,6,16
4582,3/24/2018,1,6,17
4583,3/25/2018,1,6,18
4584,3/26/2018,1,6,19
4585,3/27/2018,1,6,20
4586,3/28/2018,1,6,21
4587,3/29/2018,1,6,22
4588,3/30/2018,1,6,23
4589,3/31/2018,1,6,24
4590,1/1/2018,2,6,25
4591,1/2/2018,2,6,26
4592,1/3/2018,2,6,27
4593,1/4/2018,2,6,28
4594,1/5/2018,2,6,29
4595,1/6/2018,2,6,30
4596,1/7/2018,2,6,31
4597,1/8/2018,2,6,32
4598,1/9/2018,2,6,33
4599,1/10/2018,2,6,34
4600,1/11/2018,2,6,35
4601,1/12/2018,2,6,36
4602,1/13/2018,2,6,37
4603,1/14/2018,2,6,38
4604,1/15/2018,2,6,39
4605,1/16/2018,2,6,40
4606,1/17/2018,2,6,41
4607,1/18/2018,2,6,42
4608,1/19/2018,2,6,43
4609,1/20/2018,2,6,44
4610,1/21/2018,2,6,45
4611,1/22/2018,2,6,46
4612,1/23/2018,2,6,47
4613,1/24/2018,2,6,48
4614,1/25/2018,2,6,49
4615,1/26/2018,2,6,50
4616,1/27/2018,2,6,51
4617,1/28/2018,2,6,52
4618,1/29/2018,2,6,53
4619,1/30/2018,2,6,54
4620,1/31/2018,2,6,55
4621,2/1/2018,2,6,56
4622,2/2/2018,2,6,57
4623,2/3/2018,2,6,58
4624,2/4/2018,2,6,59
4625,2/5/2018,2,6,60
4626,2/6/2018,2,6,61
4627,2/7/2018,2,6,62
4628,2/8/2018,2,6,63
4629,2/9/2018,2,6,64
4630,2/10/2018,2,6,65
4631,2/11/2018,2,6,66
4632,2/12/2018,2,6,67
4633,2/13/2018,2,6,68
4634,2/14/2018,2,6,69
4635,2/15/2018,2,6,70
4636,2/16/2018,2,6,71
4637,2/17/2018,2,6,72
4638,2/18/2018,2,6,73
4639,2/19/2018,2,6,74
4640,2/20/2018,2,6,75
4641,2/21/2018,2,6,76
4642,2/22/2018,2,6,77
4643,2/23/2018,2,6,78
4644,2/24/2018,2,6,79
4645,2/25/2018,2,6,80
4646,2/26/2018,2,6,81
4647,2/27/2018,2,6,82
4648,2/28/2018,2,6,83
4649,3/1/2018,2,6,84
4650,3/2/2018,2,6,85
4651,3/3/2018,2,6,86
4652,3/4/2018,2,6,87
4653,3/5/2018,2,6,88
4654,3/6/2018,2,6,89
4655,3/7/2018,2,6,90
4656,3/8/2018,2,6,91
4657,3/9/2018,2,6,92
4658,3/10/2018,2,6,93
4659,3/11/2018,2,6,94
4660,3/12/2018,2,6,95
4661,3/13/2018,2,6,96
4662,3/14/2018,2,6,97
4663,3/15/2018,2,6,98
4664,3/16/2018,2,6,13
4665,3/17/2018,2,6,14
4666,3/18/2018,2,6,15
4667,3/19/2018,2,6,16
4668,3/20/2018,2,6,17
4669,3/21/2018,2,6,18
4670,3/22/2018,2,6,19
4671,3/23/2018,2,6,20
4672,3/24/2018,2,6,21
4673,3/25/2018,2,6,22
4674,3/26/2018,2,6,23
4675,3/27/2018,2,6,24
4676,3/28/2018,2,6,25
4677,3/29/2018,2,6,26
4678,3/30/2018,2,6,27
4679,3/31/2018,2,6,28
4680,1/1/2018,3,6,29
4681,1/2/2018,3,6,30
4682,1/3/2018,3,6,31
4683,1/4/2018,3,6,32
4684,1/5/2018,3,6,33
4685,1/6/2018,3,6,34
4686,1/7/2018,3,6,35
4687,1/8/2018,3,6,36
4688,1/9/2018,3,6,37
4689,1/10/2018,3,6,38
4690,1/11/2018,3,6,39
4691,1/12/2018,3,6,40
4692,1/13/2018,3,6,41
4693,1/14/2018,3,6,42
4694,1/15/2018,3,6,43
4695,1/16/2018,3,6,44
4696,1/17/2018,3,6,45
4697,1/18/2018,3,6,46
4698,1/19/2018,3,6,47
4699,1/20/2018,3,6,48
4700,1/21/2018,3,6,49
4701,1/22/2018,3,6,50
4702,1/23/2018,3,6,51
4703,1/24/2018,3,6,52
4704,1/25/2018,3,6,53
4705,1/26/2018,3,6,54
4706,1/27/2018,3,6,55
4707,1/28/2018,3,6,56
4708,1/29/2018,3,6,57
4709,1/30/2018,3,6,58
4710,1/31/2018,3,6,59
4711,2/1/2018,3,6,60
4712,2/2/2018,3,6,61
4713,2/3/2018,3,6,62
4714,2/4/2018,3,6,63
4715,2/5/2018,3,6,64
4716,2/6/2018,3,6,65
4717,2/7/2018,3,6,66
4718,2/8/2018,3,6,67
4719,2/9/2018,3,6,68
4720,2/10/2018,3,6,69
4721,2/11/2018,3,6,70
4722,2/12/2018,3,6,71
4723,2/13/2018,3,6,72
4724,2/14/2018,3,6,73
4725,2/15/2018,3,6,74
4726,2/16/2018,3,6,75
4727,2/17/2018,3,6,76
4728,2/18/2018,3,6,77
4729,2/19/2018,3,6,78
4730,2/20/2018,3,6,79
4731,2/21/2018,3,6,80
4732,2/22/2018,3,6,81
4733,2/23/2018,3,6,82
4734,2/24/2018,3,6,83
4735,2/25/2018,3,6,84
4736,2/26/2018,3,6,85
4737,2/27/2018,3,6,86
4738,2/28/2018,3,6,87
4739,3/1/2018,3,6,88
4740,3/2/2018,3,6,89
4741,3/3/2018,3,6,90
4742,3/4/2018,3,6,91
4743,3/5/2018,3,6,92
4744,3/6/2018,3,6,93
4745,3/7/2018,3,6,94
4746,3/8/2018,3,6,95
4747,3/9/2018,3,6,96
4748,3/10/2018,3,6,97
4749,3/11/2018,3,6,98
4750,3/12/2018,3,6,13
4751,3/13/2018,3,6,14
4752,3/14/2018,3,6,15
4753,3/15/2018,3,6,16
4754,3/16/2018,3,6,17
4755,3/17/2018,3,6,18
4756,3/18/2018,3,6,19
4757,3/19/2018,3,6,20
4758,3/20/2018,3,6,21
4759,3/21/2018,3,6,22
4760,3/22/2018,3,6,23
4761,3/23/2018,3,6,24
4762,3/24/2018,3,6,25
4763,3/25/2018,3,6,26
4764,3/26/2018,3,6,27
4765,3/27/2018,3,6,28
4766,3/28/2018,3,6,29
4767,3/29/2018,3,6,30
4768,3/30/2018,3,6,31
4769,3/31/2018,3,6,32
4770,1/1/2018,4,6,33
4771,1/2/2018,4,6,34
4772,1/3/2018,4,6,35
4773,1/4/2018,4,6,36
4774,1/5/2018,4,6,37
4775,1/6/2018,4,6,38
4776,1/7/2018,4,6,39
4777,1/8/2018,4,6,40
4778,1/9/2018,4,6,41
4779,1/10/2018,4,6,42
4780,1/11/2018,4,6,43
4781,1/12/2018,4,6,44
4782,1/13/2018,4,6,45
4783,1/14/2018,4,6,46
4784,1/15/2018,4,6,47
4785,1/16/2018,4,6,48
4786,1/17/2018,4,6,49
4787,1/18/2018,4,6,50
4788,1/19/2018,4,6,51
4789,1/20/2018,4,6,52
4790,1/21/2018,4,6,53
4791,1/22/2018,4,6,54
4792,1/23/2018,4,6,55
4793,1/24/2018,4,6,56
4794,1/25/2018,4,6,57
4795,1/26/2018,4,6,58
4796,1/27/2018,4,6,59
4797,1/28/2018,4,6,60
4798,1/29/2018,4,6,61
4799,1/30/2018,4,6,62
4800,1/31/2018,4,6,63
4801,2/1/2018,4,6,64
4802,2/2/2018,4,6,65
4803,2/3/2018,4,6,66
4804,2/4/2018,4,6,67
4805,2/5/2018,4,6,68
4806,2/6/2018,4,6,69
4807,2/7/2018,4,6,70
4808,2/8/2018,4,6,71
4809,2/9/2018,4,6,72
4810,2/10/2018,4,6,73
4811,2/11/2018,4,6,74
4812,2/12/2018,4,6,75
4813,2/13/2018,4,6,76
4814,2/14/2018,4,6,77
4815,2/15/2018,4,6,78
4816,2/16/2018,4,6,79
4817,2/17/2018,4,6,80
4818,2/18/2018,4,6,81
4819,2/19/2018,4,6,82
4820,2/20/2018,4,6,83
4821,2/21/2018,4,6,84
4822,2/22/2018,4,6,85
4823,2/23/2018,4,6,86
4824,2/24/2018,4,6,87
4825,2/25/2018,4,6,88
4826,2/26/2018,4,6,89
4827,2/27/2018,4,6,90
4828,2/28/2018,4,6,91
4829,3/1/2018,4,6,92
4830,3/2/2018,4,6,93
4831,3/3/2018,4,6,94
4832,3/4/2018,4,6,95
4833,3/5/2018,4,6,96
4834,3/6/2018,4,6,97
4835,3/7/2018,4,6,98
4836,3/8/2018,4,6,13
4837,3/9/2018,4,6,14
4838,3/10/2018,4,6,15
4839,3/11/2018,4,6,16
4840,3/12/2018,4,6,17
4841,3/13/2018,4,6,18
4842,3/14/2018,4,6,19
4843,3/15/2018,4,6,20
4844,3/16/2018,4,6,21
4845,3/17/2018,4,6,22
4846,3/18/2018,4,6,23
4847,3/19/2018,4,6,24
4848,3/20/2018,4,6,25
4849,3/21/2018,4,6,26
4850,3/22/2018,4,6,27
4851,3/23/2018,4,6,28
4852,3/24/2018,4,6,29
4853,3/25/2018,4,6,30
4854,3/26/2018,4,6,31
4855,3/27/2018,4,6,32
4856,3/28/2018,4,6,33
4857,3/29/2018,4,6,34
4858,3/30/2018,4,6,35
4859,3/31/2018,4,6,36
4860,1/1/2018,5,6,37
4861,1/2/2018,5,6,38
4862,1/3/2018,5,6,39
4863,1/4/2018,5,6,40
4864,1/5/2018,5,6,41
4865,1/6/2018,5,6,42
4866,1/7/2018,5,6,43
4867,1/8/2018,5,6,44
4868,1/9/2018,5,6,45
4869,1/10/2018,5,6,46
4870,1/11/2018,5,6,47
4871,1/12/2018,5,6,48
4872,1/13/2018,5,6,49
4873,1/14/2018,5,6,50
4874,1/15/2018,5,6,51
4875,1/16/2018,5,6,52
4876,1/17/2018,5,6,53
4877,1/18/2018,5,6,54
4878,1/19/2018,5,6,55
4879,1/20/2018,5,6,56
4880,1/21/2018,5,6,57
4881,1/22/2018,5,6,58
4882,1/23/2018,5,6,59
4883,1/24/2018,5,6,60
4884,1/25/2018,5,6,61
4885,1/26/2018,5,6,62
4886,1/27/2018,5,6,63
4887,1/28/2018,5,6,64
4888,1/29/2018,5,6,65
4889,1/30/2018,5,6,66
4890,1/31/2018,5,6,67
4891,2/1/2018,5,6,68
4892,2/2/2018,5,6,69
4893,2/3/2018,5,6,70
4894,2/4/2018,5,6,71
4895,2/5/2018,5,6,72
4896,2/6/2018,5,6,73
4897,2/7/2018,5,6,74
4898,2/8/2018,5,6,75
4899,2/9/2018,5,6,76
4900,2/10/2018,5,6,77
4901,2/11/2018,5,6,78
4902,2/12/2018,5,6,79
4903,2/13/2018,5,6,80
4904,2/14/2018,5,6,81
4905,2/15/2018,5,6,82
4906,2/16/2018,5,6,83
4907,2/17/2018,5,6,84
4908,2/18/2018,5,6,85
4909,2/19/2018,5,6,86
4910,2/20/2018,5,6,87
4911,2/21/2018,5,6,88
4912,2/22/2018,5,6,89
4913,2/23/2018,5,6,90
4914,2/24/2018,5,6,91
4915,2/25/2018,5,6,92
4916,2/26/2018,5,6,93
4917,2/27/2018,5,6,94
4918,2/28/2018,5,6,95
4919,3/1/2018,5,6,96
4920,3/2/2018,5,6,97
4921,3/3/2018,5,6,98
4922,3/4/2018,5,6,13
4923,3/5/2018,5,6,14
4924,3/6/2018,5,6,15
4925,3/7/2018,5,6,16
4926,3/8/2018,5,6,17
4927,3/9/2018,5,6,18
4928,3/10/2018,5,6,19
4929,3/11/2018,5,6,20
4930,3/12/2018,5,6,21
4931,3/13/2018,5,6,22
4932,3/14/2018,5,6,23
4933,3/15/2018,5,6,24
4934,3/16/2018,5,6,25
4935,3/17/2018,5,6,26
4936,3/18/2018,5,6,27
4937,3/19/2018,5,6,28
4938,3/20/2018,5,6,29
4939,3/21/2018,5,6,30
4940,3/22/2018,5,6,31
4941,3/23/2018,5,6,32
4942,3/24/2018,5,6,33
4943,3/25/2018,5,6,34
4944,3/26/2018,5,6,35
4945,3/27/2018,5,6,36
4946,3/28/2018,5,6,37
4947,3/29/2018,5,6,38
4948,3/30/2018,5,6,39
4949,3/31/2018,5,6,40
4950,1/1/2018,6,6,41
4951,1/2/2018,6,6,42
4952,1/3/2018,6,6,43
4953,1/4/2018,6,6,44
4954,1/5/2018,6,6,45
4955,1/6/2018,6,6,46
4956,1/7/2018,6,6,47
4957,1/8/2018,6,6,48
4958,1/9/2018,6,6,49
4959,1/10/2018,6,6,50
4960,1/11/2018,6,6,51
4961,1/12/2018,6,6,52
4962,1/13/2018,6,6,53
4963,1/14/2018,6,6,54
4964,1/15/2018,6,6,55
4965,1/16/2018,6,6,56
4966,1/17/2018,6,6,57
4967,1/18/2018,6,6,58
4968,1/19/2018,6,6,59
4969,1/20/2018,6,6,60
4970,1/21/2018,6,6,61
4971,1/22/2018,6,6,62
4972,1/23/2018,6,6,63
4973,1/24/2018,6,6,64
4974,1/25/2018,6,6,65
4975,1/26/2018,6,6,66
4976,1/27/2018,6,6,67
4977,1/28/2018,6,6,68
4978,1/29/2018,6,6,69
4979,1/30/2018,6,6,70
4980,1/31/2018,6,6,71
4981,2/1/2018,6,6,72
4982,2/2/2018,6,6,73
4983,2/3/2018,6,6,74
4984,2/4/2018,6,6,75
4985,2/5/2018,6,6,76
4986,2/6/2018,6,6,77
4987,2/7/2018,6,6,78
4988,2/8/2018,6,6,79
4989,2/9/2018,6,6,80
4990,2/10/2018,6,6,81
4991,2/11/2018,6,6,82
4992,2/12/2018,6,6,83
4993,2/13/2018,6,6,84
4994,2/14/2018,6,6,85
4995,2/15/2018,6,6,86
4996,2/16/2018,6,6,87
4997,2/17/2018,6,6,88
4998,2/18/2018,6,6,89
4999,2/19/2018,6,6,90
5000,2/20/2018,6,6,91
5001,2/21/2018,6,6,92
5002,2/22/2018,6,6,93
5003,2/23/2018,6,6,94
5004,2/24/2018,6,6,95
5005,2/25/2018,6,6,96
5006,2/26/2018,6,6,97
5007,2/27/2018,6,6,98
5008,2/28/2018,6,6,99
5009,3/1/2018,6,6,47
5010,3/2/2018,6,6,13
5011,3/3/2018,6,6,14
5012,3/4/2018,6,6,15
5013,3/5/2018,6,6,16
5014,3/6/2018,6,6,17
5015,3/7/2018,6,6,18
5016,3/8/2018,6,6,19
5017,3/9/2018,6,6,20
5018,3/10/2018,6,6,21
5019,3/11/2018,6,6,22
5020,3/12/2018,6,6,23
5021,3/13/2018,6,6,24
5022,3/14/2018,6,6,25
5023,3/15/2018,6,6,26
5024,3/16/2018,6,6,27
5025,3/17/2018,6,6,28
5026,3/18/2018,6,6,29
5027,3/19/2018,6,6,30
5028,3/20/2018,6,6,31
5029,3/21/2018,6,6,32
5030,3/22/2018,6,6,33
5031,3/23/2018,6,6,34
5032,3/24/2018,6,6,35
5033,3/25/2018,6,6,36
5034,3/26/2018,6,6,37
5035,3/27/2018,6,6,38
5036,3/28/2018,6,6,39
5037,3/29/2018,6,6,40
5038,3/30/2018,6,6,41
5039,3/31/2018,6,6,42
5040,1/1/2018,7,6,43
5041,1/2/2018,7,6,44
5042,1/3/2018,7,6,45
5043,1/4/2018,7,6,46
5044,1/5/2018,7,6,47
5045,1/6/2018,7,6,48
5046,1/7/2018,7,6,49
5047,1/8/2018,7,6,50
5048,1/9/2018,7,6,51
5049,1/10/2018,7,6,52
5050,1/11/2018,7,6,53
5051,1/12/2018,7,6,54
5052,1/13/2018,7,6,55
5053,1/14/2018,7,6,56
5054,1/15/2018,7,6,57
5055,1/16/2018,7,6,58
5056,1/17/2018,7,6,59
5057,1/18/2018,7,6,60
5058,1/19/2018,7,6,61
5059,1/20/2018,7,6,62
5060,1/21/2018,7,6,63
5061,1/22/2018,7,6,64
5062,1/23/2018,7,6,65
5063,1/24/2018,7,6,66
5064,1/25/2018,7,6,67
5065,1/26/2018,7,6,68
5066,1/27/2018,7,6,69
5067,1/28/2018,7,6,70
5068,1/29/2018,7,6,71
5069,1/30/2018,7,6,72
5070,1/31/2018,7,6,73
5071,2/1/2018,7,6,74
5072,2/2/2018,7,6,75
5073,2/3/2018,7,6,76
5074,2/4/2018,7,6,77
5075,2/5/2018,7,6,78
5076,2/6/2018,7,6,79
5077,2/7/2018,7,6,80
5078,2/8/2018,7,6,81
5079,2/9/2018,7,6,82
5080,2/10/2018,7,6,83
5081,2/11/2018,7,6,84
5082,2/12/2018,7,6,85
5083,2/13/2018,7,6,86
5084,2/14/2018,7,6,87
5085,2/15/2018,7,6,88
5086,2/16/2018,7,6,89
5087,2/17/2018,7,6,90
5088,2/18/2018,7,6,91
5089,2/19/2018,7,6,92
5090,2/20/2018,7,6,93
5091,2/21/2018,7,6,94
5092,2/22/2018,7,6,95
5093,2/23/2018,7,6,96
5094,2/24/2018,7,6,97
5095,2/25/2018,7,6,98
5096,2/26/2018,7,6,13
5097,2/27/2018,7,6,14
5098,2/28/2018,7,6,15
5099,3/1/2018,7,6,16
5100,3/2/2018,7,6,17
5101,3/3/2018,7,6,18
5102,3/4/2018,7,6,19
5103,3/5/2018,7,6,20
5104,3/6/2018,7,6,21
5105,3/7/2018,7,6,22
5106,3/8/2018,7,6,23
5107,3/9/2018,7,6,24
5108,3/10/2018,7,6,25
5109,3/11/2018,7,6,26
5110,3/12/2018,7,6,27
5111,3/13/2018,7,6,28
5112,3/14/2018,7,6,29
5113,3/15/2018,7,6,30
5114,3/16/2018,7,6,31
5115,3/17/2018,7,6,32
5116,3/18/2018,7,6,33
5117,3/19/2018,7,6,34
5118,3/20/2018,7,6,35
5119,3/21/2018,7,6,36
5120,3/22/2018,7,6,37
5121,3/23/2018,7,6,38
5122,3/24/2018,7,6,39
5123,3/25/2018,7,6,40
5124,3/26/2018,7,6,41
5125,3/27/2018,7,6,42
5126,3/28/2018,7,6,43
5127,3/29/2018,7,6,44
5128,3/30/2018,7,6,45
5129,3/31/2018,7,6,46
5130,1/1/2018,8,6,47
5131,1/2/2018,8,6,48
5132,1/3/2018,8,6,49
5133,1/4/2018,8,6,50
5134,1/5/2018,8,6,51
5135,1/6/2018,8,6,52
5136,1/7/2018,8,6,53
5137,1/8/2018,8,6,54
5138,1/9/2018,8,6,55
5139,1/10/2018,8,6,56
5140,1/11/2018,8,6,57
5141,1/12/2018,8,6,58
5142,1/13/2018,8,6,59
5143,1/14/2018,8,6,60
5144,1/15/2018,8,6,61
5145,1/16/2018,8,6,62
5146,1/17/2018,8,6,63
5147,1/18/2018,8,6,64
5148,1/19/2018,8,6,65
5149,1/20/2018,8,6,66
5150,1/21/2018,8,6,67
5151,1/22/2018,8,6,68
5152,1/23/2018,8,6,69
5153,1/24/2018,8,6,70
5154,1/25/2018,8,6,71
5155,1/26/2018,8,6,72
5156,1/27/2018,8,6,73
5157,1/28/2018,8,6,74
5158,1/29/2018,8,6,75
5159,1/30/2018,8,6,76
5160,1/31/2018,8,6,77
5161,2/1/2018,8,6,78
5162,2/2/2018,8,6,79
5163,2/3/2018,8,6,80
5164,2/4/2018,8,6,81
5165,2/5/2018,8,6,82
5166,2/6/2018,8,6,83
5167,2/7/2018,8,6,84
5168,2/8/2018,8,6,85
5169,2/9/2018,8,6,86
5170,2/10/2018,8,6,87
5171,2/11/2018,8,6,88
5172,2/12/2018,8,6,89
5173,2/13/2018,8,6,90
5174,2/14/2018,8,6,91
5175,2/15/2018,8,6,92
5176,2/16/2018,8,6,93
5177,2/17/2018,8,6,94
5178,2/18/2018,8,6,95
5179,2/19/2018,8,6,96
5180,2/20/2018,8,6,97
5181,2/21/2018,8,6,98
5182,2/22/2018,8,6,13
5183,2/23/2018,8,6,14
5184,2/24/2018,8,6,15
5185,2/25/2018,8,6,16
5186,2/26/2018,8,6,17
5187,2/27/2018,8,6,18
5188,2/28/2018,8,6,19
5189,3/1/2018,8,6,20
5190,3/2/2018,8,6,21
5191,3/3/2018,8,6,22
5192,3/4/2018,8,6,23
5193,3/5/2018,8,6,24
5194,3/6/2018,8,6,25
5195,3/7/2018,8,6,26
5196,3/8/2018,8,6,27
5197,3/9/2018,8,6,28
5198,3/10/2018,8,6,29
5199,3/11/2018,8,6,30
5200,3/12/2018,8,6,31
5201,3/13/2018,8,6,32
5202,3/14/2018,8,6,33
5203,3/15/2018,8,6,34
5204,3/16/2018,8,6,35
5205,3/17/2018,8,6,36
5206,3/18/2018,8,6,37
5207,3/19/2018,8,6,38
5208,3/20/2018,8,6,39
5209,3/21/2018,8,6,40
